TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Cost,2022,Biosimilar,Medicare,9.0,61314031801.0,Zarxio,"1,267",566,"$1,841,080",$534.42,3,ML,$50.00,$1.35,$268.59,17.5%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,10.0,69130904.0,Retacrit,"1,331",336,"$1,724,282",$453.76,3,ML,$50.00,$1.11,$138.84,18.2%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,11.0,67457083306.0,Fulphila,462,142,"$1,674,058","$5,234.70",1,ML,$10.13,$1.35,$182.12,11.3%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,12.0,63459010450.0,Truxima,184,67,"$1,571,587",$87.07,98,ML,$1.35,$0.00,$354.33,32.8%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,13.0,69023801.0,Ruxience,190,71,"$1,326,538",$74.99,93,ML,$282.26,$1.35,$610.80,11.3%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,14.0,69131110.0,Retacrit,"2,031",667,"$1,221,948",$227.93,3,ML,$9.85,$0.68,$100.00,21.1%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,15.0,70114010101.0,Udenyca,252,87,"$1,058,682","$6,227.54",1,ML,$111.21,$1.35,$385.29,13.8%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,16.0,69029110.0,Nivestym,"1,358",532,"$1,045,642",$266.10,3,ML,$20.00,$5.00,$129.76,9.6%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,17.0,61314086601.0,Ziextenzo,223,73,"$954,747","$6,695.28",1,ML,$30.00,$1.35,$219.63,11.0%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,18.0,49502039475.0,Insulin Glargine-yfgn,"11,307","3,857","$814,693",$10.88,7,ML,$0.00,$0.00,$1.35,64.3%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,19.0,69029210.0,Nivestym,763,314,"$804,755",$217.52,5,ML,$19.97,$7.00,$99.67,7.6%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,20.0,49502025175.0,Semglee (yfgn),"1,431",437,"$426,586",$25.98,11,ML,$0.00,$0.00,$1.35,60.9%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,21.0,49502039380.0,Insulin Glargine-yfgn,"2,242","1,037","$264,102",$10.74,11,ML,$0.00,$0.00,$0.68,73.9%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,22.0,69029101.0,Nivestym,245,120,"$230,738",$327.75,3,ML,$12.00,$1.35,$47.74,15.0%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,23.0,69029201.0,Nivestym,186,116,"$183,420",$246.80,4,ML,$20.00,$4.17,$146.74,6.0%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,24.0,69130710.0,Retacrit,660,192,"$136,258",$46.06,4,ML,$1.35,$0.00,$42.51,35.9%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,25.0,69131810.0,Retacrit,232,113,"$112,346",$113.02,4,ML,$3.95,$0.00,$93.30,25.7%
Top 25 Payer,Cost,2022,Brand,Commercial,1.0,61958250101.0,Biktarvy,"99,509","15,607","$497,417,900",$107.78,46,EA,$25.00,$15.00,$50.00,1.2%
Top 25 Payer,Cost,2022,Brand,Commercial,2.0,61958200201.0,Descovy,"85,147","13,574","$197,828,011",$64.18,36,EA,$15.00,$0.00,$45.00,42.3%
Top 25 Payer,Cost,2022,Brand,Commercial,3.0,55513013760.0,Otezla,"47,238","7,754","$186,621,381",$64.72,61,EA,$75.00,$20.00,$250.00,3.2%
Top 25 Payer,Cost,2022,Brand,Commercial,4.0,61958190101.0,Genvoya,"26,468","4,518","$150,468,494",$106.90,53,EA,$25.00,$15.00,$45.00,0.8%
Top 25 Payer,Cost,2022,Brand,Commercial,5.0,597015330.0,Jardiance,"184,436","41,485","$134,498,749",$16.77,43,EA,$25.00,$15.00,$38.33,4.0%
Top 25 Payer,Cost,2022,Brand,Commercial,6.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"127,877","34,483","$129,363,151",$534.99,2,ML,$30.00,$20.00,$50.00,6.1%
Top 25 Payer,Cost,2022,Brand,Commercial,7.0,169413013.0,Ozempic (1 MG/DOSE),"122,655","24,301","$128,479,068",$270.19,4,ML,$25.00,$15.36,$40.00,6.4%
Top 25 Payer,Cost,2022,Brand,Commercial,8.0,49702023113.0,Triumeq,"23,637","3,635","$116,252,110",$102.89,48,EA,$25.00,$16.67,$48.19,0.9%
Top 25 Payer,Cost,2022,Brand,Commercial,9.0,3089421.0,Eliquis,"162,012","32,992","$113,148,188",$8.44,83,EA,$25.00,$15.00,$50.00,7.0%
Top 25 Payer,Cost,2022,Brand,Commercial,10.0,310135030.0,Tagrisso,"6,668",811,"$105,563,745",$514.24,31,EA,$47.10,$17.14,$150.00,14.2%
Top 25 Payer,Cost,2022,Brand,Commercial,11.0,61958210101.0,Odefsey,"19,301","3,070","$96,790,070",$98.70,51,EA,$23.33,$15.00,$45.00,0.7%
Top 25 Payer,Cost,2022,Brand,Commercial,12.0,597015390.0,Jardiance,"119,824","44,763","$94,572,312",$12.49,63,EA,$20.00,$10.00,$30.00,3.1%
Top 25 Payer,Cost,2022,Brand,Commercial,13.0,597015230.0,Jardiance,"98,101","22,494","$70,301,043",$17.51,41,EA,$25.00,$15.56,$40.00,5.3%
Top 25 Payer,Cost,2022,Brand,Commercial,14.0,69068803.0,Ibrance,"5,103",828,"$67,891,026",$600.01,22,EA,$35.00,$20.00,$150.00,9.9%
Top 25 Payer,Cost,2022,Brand,Commercial,15.0,65649030302.0,Xifaxan,"28,142","13,880","$66,550,153",$46.26,51,EA,$40.00,$20.00,$80.00,6.0%
Top 25 Payer,Cost,2022,Brand,Commercial,16.0,6027731.0,Januvia,"101,144","18,568","$65,933,607",$15.87,41,EA,$25.00,$15.00,$40.00,2.9%
Top 25 Payer,Cost,2022,Brand,Commercial,17.0,310621030.0,Farxiga,"96,099","17,078","$65,084,236",$16.72,40,EA,$25.00,$16.67,$50.00,4.7%
Top 25 Payer,Cost,2022,Brand,Commercial,18.0,3085222.0,Sprycel,"4,204",529,"$61,833,147",$498.43,30,EA,$51.79,$20.00,$200.00,10.0%
Top 25 Payer,Cost,2022,Brand,Commercial,19.0,74230630.0,Rinvoq,"10,464","1,769","$58,649,557",$179.92,31,EA,$150.00,$30.00,$250.00,8.0%
Top 25 Payer,Cost,2022,Brand,Commercial,20.0,59572041000.0,Revlimid,"3,125",566,"$54,417,949",$794.49,22,EA,$30.00,$15.00,$114.44,16.1%
Top 25 Payer,Cost,2022,Brand,Commercial,21.0,72618300002.0,Nurtec,"49,570","10,759","$54,210,251",$106.46,10,EA,$45.00,$20.00,$177.40,5.0%
Top 25 Payer,Cost,2022,Brand,Commercial,22.0,69050130.0,Xeljanz XR,"10,193","1,328","$51,544,156",$161.61,31,EA,$150.00,$29.50,$250.00,4.9%
Top 25 Payer,Cost,2022,Brand,Commercial,23.0,49702022813.0,Tivicay,"17,843","4,276","$50,399,759",$63.47,45,EA,$27.60,$20.00,$55.73,1.4%
Top 25 Payer,Cost,2022,Brand,Commercial,24.0,2533754.0,Verzenio,"3,481",675,"$47,439,755",$250.83,54,EA,$40.00,$0.00,$200.00,25.6%
Top 25 Payer,Cost,2022,Brand,Commercial,25.0,169406013.0,Victoza,"35,197","8,965","$47,366,486",$92.89,14,ML,$20.00,$13.33,$33.33,4.4%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,1.0,61958250101.0,Biktarvy,"128,680","20,309","$537,111,994",$115.82,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,2.0,50458056401.0,Invega Sustenna,"56,659","8,507","$170,709,844","$2,005.95",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,3.0,597015330.0,Jardiance,"165,007","41,533","$146,151,478",$18.45,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,4.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"135,910","44,466","$140,471,762",$577.59,2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,5.0,61958200201.0,Descovy,"50,731","9,864","$122,017,829",$66.38,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,6.0,597015230.0,Jardiance,"131,533","40,205","$115,545,985",$18.46,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,7.0,3089421.0,Eliquis,"169,175","36,766","$110,633,153",$8.60,76,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,8.0,6027731.0,Januvia,"133,758","31,342","$109,277,601",$16.90,48,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,9.0,49702023113.0,Triumeq,"23,316","3,422","$91,372,828",$108.08,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,10.0,61958190101.0,Genvoya,"19,682","3,018","$87,791,651",$116.35,38,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,11.0,169413013.0,Ozempic (1 MG/DOSE),"77,397","19,727","$85,066,105",$289.85,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,12.0,65649030302.0,Xifaxan,"26,905","8,392","$78,457,921",$47.77,61,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,13.0,59676080030.0,Symtuza,"16,367","2,356","$74,555,567",$138.45,33,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,14.0,59148007280.0,Abilify Maintena,"28,634","4,442","$70,230,965","$2,443.56",1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,15.0,63402030430.0,Latuda,"44,659","11,937","$69,692,567",$45.61,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,16.0,82607066026.0,Flowflex COVID-19 Ag Home Test,"953,378","558,072","$68,687,434",$12.41,6,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,17.0,63402030830.0,Latuda,"36,635","6,544","$62,374,512",$45.55,37,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,18.0,63402030230.0,Latuda,"39,154","12,024","$61,950,504",$45.64,35,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,19.0,55513013760.0,Otezla,"13,910","2,901","$61,207,105",$69.33,63,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,20.0,49702022813.0,Tivicay,"24,198","4,605","$56,578,323",$65.28,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,21.0,61958220101.0,Epclusa,"2,171",863,"$54,476,884",$890.42,28,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,22.0,50458056301.0,Invega Sustenna,"26,755","5,978","$53,984,957","$2,008.22",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,23.0,8627005303.0,Dexcom G6 Sensor,"90,431","21,823","$51,609,342",$128.94,4,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,24.0,66215050130.0,Opsumit,"4,513",581,"$51,233,324",$372.25,30,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medi-Cal,25.0,99073070827.0,FreeStyle Lite Test,"285,121","100,625","$50,974,539",$1.50,119,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Brand,Medicare,1.0,3089421.0,Eliquis,"927,614","204,462","$817,697,552",$9.10,97,EA,$35.00,$4.00,$78.96,8.5%
Top 25 Payer,Cost,2022,Brand,Medicare,2.0,3089321.0,Eliquis,"378,739","80,531","$296,421,404",$9.10,86,EA,$26.47,$2.00,$68.98,12.4%
Top 25 Payer,Cost,2022,Brand,Medicare,3.0,61958250101.0,Biktarvy,"60,463","8,173","$258,232,206",$122.17,35,EA,$1.71,$0.40,$40.46,22.2%
Top 25 Payer,Cost,2022,Brand,Medicare,4.0,597015330.0,Jardiance,"246,751","66,761","$253,934,387",$19.27,53,EA,$4.00,$1.33,$47.00,11.4%
Top 25 Payer,Cost,2022,Brand,Medicare,5.0,6027731.0,Januvia,"228,110","57,849","$235,630,513",$17.92,58,EA,$3.28,$1.33,$37.00,10.5%
Top 25 Payer,Cost,2022,Brand,Medicare,6.0,50458057930.0,Xarelto,"225,805","56,750","$220,127,064",$17.57,55,EA,$35.00,$3.20,$83.00,7.3%
Top 25 Payer,Cost,2022,Brand,Medicare,7.0,310135030.0,Tagrisso,"12,509","1,810","$211,731,708",$549.90,31,EA,$20.00,$0.57,$375.59,12.5%
Top 25 Payer,Cost,2022,Brand,Medicare,8.0,597015230.0,Jardiance,"207,861","60,159","$205,880,911",$19.64,50,EA,$4.00,$1.33,$42.00,12.6%
Top 25 Payer,Cost,2022,Brand,Medicare,9.0,469012599.0,Xtandi,"14,883","2,281","$184,090,069",$107.01,116,EA,$31.62,$1.33,$731.28,10.6%
Top 25 Payer,Cost,2022,Brand,Medicare,10.0,310621030.0,Farxiga,"181,172","45,308","$175,756,694",$18.83,52,EA,$4.00,$1.33,$47.00,13.2%
Top 25 Payer,Cost,2022,Brand,Medicare,11.0,23916360.0,Restasis,"179,866","58,139","$173,814,560",$11.15,87,EA,$4.00,$1.05,$38.00,13.8%
Top 25 Payer,Cost,2022,Brand,Medicare,12.0,169413212.0,Ozempic (0.25 or 0.5 MG/DOSE),"126,146","39,781","$155,051,999",$591.50,2,ML,$13.29,$2.00,$47.00,14.7%
Top 25 Payer,Cost,2022,Brand,Medicare,13.0,57962042028.0,Imbruvica,"9,462","1,141","$146,653,583",$546.33,28,EA,$789.27,$13.72,$996.95,7.7%
Top 25 Payer,Cost,2022,Brand,Medicare,14.0,52937000120.0,Vascepa,"306,786","59,148","$141,276,380",$3.13,147,EA,$1.33,$0.36,$4.00,20.8%
Top 25 Payer,Cost,2022,Brand,Medicare,15.0,597014030.0,Tradjenta,"162,904","34,870","$137,094,426",$17.55,48,EA,$2.00,$0.95,$20.00,15.6%
Top 25 Payer,Cost,2022,Brand,Medicare,16.0,169413013.0,Ozempic (1 MG/DOSE),"97,873","24,524","$132,021,970",$301.66,4,ML,$13.33,$1.33,$49.54,17.4%
Top 25 Payer,Cost,2022,Brand,Medicare,17.0,59572041028.0,Revlimid,"6,639","1,126","$127,487,889",$877.00,22,EA,$740.76,$3.66,"$1,198.49",14.0%
Top 25 Payer,Cost,2022,Brand,Medicare,18.0,173088710.0,Trelegy Ellipta,"149,147","35,303","$124,585,411",$10.70,78,EA,$20.00,$3.14,$50.00,11.4%
Top 25 Payer,Cost,2022,Brand,Medicare,19.0,597015390.0,Jardiance,"115,378","43,893","$104,886,523",$15.13,60,EA,$16.67,$1.76,$36.56,7.3%
Top 25 Payer,Cost,2022,Brand,Medicare,20.0,597014560.0,Ofev,"8,549","1,474","$103,599,754",$203.23,60,EA,$62.57,$2.00,$777.42,10.7%
Top 25 Payer,Cost,2022,Brand,Medicare,21.0,65649030302.0,Xifaxan,"35,142","10,386","$100,238,973",$50.38,57,EA,$10.00,$1.33,$176.71,17.2%
Top 25 Payer,Cost,2022,Brand,Medicare,22.0,78065920.0,Entresto,"103,807","27,406","$98,259,203",$10.83,87,EA,$18.78,$1.50,$47.00,12.6%
Top 25 Payer,Cost,2022,Brand,Medicare,23.0,597036055.0,Pradaxa,"186,559","57,111","$95,247,833",$3.44,149,EA,$24.30,$8.00,$32.00,2.3%
Top 25 Payer,Cost,2022,Brand,Medicare,24.0,50458056401.0,Invega Sustenna,"28,813","4,108","$94,279,837","$2,059.97",2,ML,$1.00,$0.00,$3.00,34.5%
Top 25 Payer,Cost,2022,Brand,Medicare,25.0,69873030.0,Vyndamax,"3,686",560,"$91,711,076",$693.36,36,EA,$77.13,$12.75,"$1,165.87",5.9%
Top 25 Payer,Cost,2022,Generic,Commercial,1.0,65862035430.0,Emtricitabine-Tenofovir DF,"30,545","7,645","$25,725,026",$21.56,39,EA,$0.00,$0.00,$0.00,90.4%
Top 25 Payer,Cost,2022,Generic,Commercial,2.0,378932132.0,Wixela Inhub,"126,475","49,647","$21,013,107",$1.52,109,EA,$10.00,$5.00,$15.00,3.6%
Top 25 Payer,Cost,2022,Generic,Commercial,3.0,80777027399.0,Moderna COVID-19 Vaccine,"466,945","444,108","$18,177,706",$121.42,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Commercial,4.0,59267030402.0,Pfizer COVID-19 Vac Bivalent,"444,513","439,262","$17,471,096",$111.54,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2022,Generic,Commercial,5.0,781729685.0,Albuterol Sulfate HFA,"956,752","598,310","$16,656,508",$2.27,8,GM,$10.00,$5.00,$13.87,2.0%
Top 25 Payer,Cost,2022,Generic,Commercial,6.0,378932232.0,Wixela Inhub,"74,799","26,360","$16,653,279",$1.87,119,EA,$6.67,$4.62,$10.00,3.1%
Top 25 Payer,Cost,2022,Generic,Commercial,7.0,59267102504.0,Pfizer-BioNT COVID-19 Vac-TriS,"364,099","344,317","$14,226,980",$112.47,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Commercial,8.0,80777028299.0,Moderna COVID-19 Bivalent,"339,501","333,913","$13,240,011",$72.57,1,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2022,Generic,Commercial,9.0,115169449.0,EPINEPHrine,"93,744","74,526","$12,837,910",$61.84,2,EA,$10.00,$5.00,$15.00,2.9%
Top 25 Payer,Cost,2022,Generic,Commercial,10.0,378039991.0,Dimethyl Fumarate,"2,522",356,"$12,574,259",$81.82,61,EA,$35.00,$10.00,$211.01,1.7%
Top 25 Payer,Cost,2022,Generic,Commercial,11.0,65162046935.0,EluRyng,"61,673","24,589","$11,846,771",$61.43,3,EA,$0.00,$0.00,$0.00,96.2%
Top 25 Payer,Cost,2022,Generic,Commercial,12.0,378334053.0,Xulane,"45,748","14,621","$11,642,332",$32.36,8,EA,$0.00,$0.00,$0.00,97.1%
Top 25 Payer,Cost,2022,Generic,Commercial,13.0,59267030401.0,Pfizer COVID-19 Vac Bivalent,"280,725","279,794","$11,112,056",$113.26,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 Payer,Cost,2022,Generic,Commercial,14.0,68382071119.0,Mesalamine,"22,950","4,816","$11,067,449",$3.44,140,EA,$15.00,$8.33,$46.47,2.8%
Top 25 Payer,Cost,2022,Generic,Commercial,15.0,378193701.0,Lenalidomide,757,251,"$9,774,927",$577.85,22,EA,$10.00,$5.00,$15.00,12.7%
Top 25 Payer,Cost,2022,Generic,Commercial,16.0,480124328.0,Lenalidomide,691,192,"$9,459,685",$586.36,23,EA,$10.00,$5.00,$83.75,18.8%
Top 25 Payer,Cost,2022,Generic,Commercial,17.0,59267102501.0,Pfizer-BioNT COVID-19 Vac-TriS,"233,077","223,821","$9,172,417",$114.27,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Commercial,18.0,69238209503.0,Emtricitabine-Tenofovir DF,"11,656","3,431","$8,710,947",$18.60,40,EA,$0.00,$0.00,$0.00,90.6%
Top 25 Payer,Cost,2022,Generic,Commercial,19.0,69097038702.0,Ambrisentan,"1,132",122,"$8,456,224",$249.01,30,EA,$104.58,$30.00,$250.00,6.6%
Top 25 Payer,Cost,2022,Generic,Commercial,20.0,93767902.0,Etonogestrel-Ethinyl Estradiol,"39,710","13,149","$8,419,736",$88.55,2,EA,$0.00,$0.00,$0.00,98.9%
Top 25 Payer,Cost,2022,Generic,Commercial,21.0,310737020.0,Budesonide-Formoterol Fumarate,"25,133","8,895","$8,096,556",$25.71,13,GM,$15.00,$5.00,$35.00,7.2%
Top 25 Payer,Cost,2022,Generic,Commercial,22.0,66993001968.0,Albuterol Sulfate HFA,"195,242","107,817","$7,939,472",$2.07,20,GM,$10.00,$5.00,$15.00,5.0%
Top 25 Payer,Cost,2022,Generic,Commercial,23.0,72205003092.0,Abiraterone Acetate,"2,287",452,"$7,502,919",$30.47,108,EA,$10.00,$3.56,$75.00,20.6%
Top 25 Payer,Cost,2022,Generic,Commercial,24.0,49884015676.0,Varenicline Tartrate,"21,541","9,843","$7,447,132",$5.60,62,EA,$0.00,$0.00,$0.00,99.4%
Top 25 Payer,Cost,2022,Generic,Commercial,25.0,555901658.0,Sprintec 28,"156,083","57,561","$7,342,785",$0.50,94,EA,$0.00,$0.00,$0.00,95.8%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,1.0,50991097730.0,Folite,"16,088","6,801","$66,699,731",$49.89,83,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,2.0,72626270101.0,Sofosbuvir-Velpatasvir,"5,964","2,368","$47,212,071",$281.39,28,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,3.0,66993001968.0,Albuterol Sulfate HFA,"817,270","363,384","$40,095,665",$2.42,20,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,4.0,15370018060.0,Lofena,"6,888","2,305","$35,390,186",$32.34,159,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,5.0,70512001515.0,SynoFlex,"8,461","4,231","$24,266,709",$44.19,65,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,6.0,310737020.0,Budesonide-Formoterol Fumarate,"81,827","25,845","$23,613,276",$24.18,12,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,7.0,68180018806.0,Meloxicam,"3,703","1,333","$21,300,986",$24.90,231,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,8.0,45802015065.0,Alogliptin Benzoate,"58,135","16,167","$17,105,210",$5.38,55,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,9.0,69097014260.0,Albuterol Sulfate HFA,"418,090","235,945","$16,795,727",$5.20,8,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,10.0,27241002931.0,Omeprazole-Sodium Bicarbonate,"4,499","1,828","$15,992,969",$87.66,41,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,11.0,68180096301.0,Albuterol Sulfate HFA,"361,060","181,229","$15,096,250",$4.34,10,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,12.0,68682099030.0,Omeprazole-Sodium Bicarbonate,"3,216","1,486","$13,522,452",$87.62,48,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,13.0,93317431.0,Albuterol Sulfate HFA,"327,038","166,260","$13,326,813",$4.28,10,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,14.0,378334053.0,Xulane,"48,115","16,765","$13,306,603",$42.41,7,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,15.0,310737220.0,Budesonide-Formoterol Fumarate,"50,591","19,734","$12,056,455",$21.28,11,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,16.0,54327099.0,Fluticasone Propionate,"664,406","317,727","$10,751,060",$0.91,18,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,17.0,115169449.0,EPINEPHrine,"40,348","30,844","$10,493,456",$127.01,2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,18.0,781729685.0,Albuterol Sulfate HFA,"274,062","141,137","$10,204,097",$5.33,7,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,19.0,245055650.0,Vigadrone,937,124,"$9,404,266",$93.92,107,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,20.0,904675180.0,Aspirin Low Dose,"677,464","167,726","$8,584,244",$0.27,47,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,21.0,66993007996.0,Fluticasone Propionate HFA,"40,638","21,270","$7,913,983",$14.96,13,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,22.0,60505040603.0,Diclofenac Sodium,"4,270","1,964","$7,760,148",$13.93,130,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,23.0,69097052444.0,Diclofenac Sodium,"361,507","159,040","$7,748,000",$0.17,129,GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,24.0,64380080807.0,Ibuprofen,"586,180","431,445","$7,675,786",$0.31,42,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medi-Cal,25.0,591352530.0,Lidocaine,"90,063","40,911","$7,366,992",$2.20,37,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Generic,Medicare,1.0,378932132.0,Wixela Inhub,"114,790","40,892","$27,703,827",$2.16,112,EA,$5.00,$2.33,$12.00,9.7%
Top 25 Payer,Cost,2022,Generic,Medicare,2.0,27241003203.0,Omeprazole-Sodium Bicarbonate,"12,008","2,123","$27,243,408",$60.23,38,EA,$0.14,$0.00,$0.54,42.9%
Top 25 Payer,Cost,2022,Generic,Medicare,3.0,378932232.0,Wixela Inhub,"72,974","24,292","$20,150,396",$2.35,117,EA,$5.00,$2.65,$10.00,6.8%
Top 25 Payer,Cost,2022,Generic,Medicare,4.0,72205003092.0,Abiraterone Acetate,"8,066","1,795","$18,807,040",$20.34,115,EA,$15.00,$4.09,$176.44,9.5%
Top 25 Payer,Cost,2022,Generic,Medicare,5.0,66993001968.0,Albuterol Sulfate HFA,"340,102","130,933","$18,500,394",$2.52,22,GM,$1.35,$0.68,$10.00,19.0%
Top 25 Payer,Cost,2022,Generic,Medicare,6.0,27241003103.0,Omeprazole-Sodium Bicarbonate,"6,404","1,133","$17,005,644",$60.47,44,EA,$0.11,$0.00,$0.51,45.9%
Top 25 Payer,Cost,2022,Generic,Medicare,7.0,27241024190.0,metFORMIN HCl ER (MOD),"4,786","1,161","$15,524,524",$45.88,71,EA,$0.09,$0.00,$0.81,49.8%
Top 25 Payer,Cost,2022,Generic,Medicare,8.0,378193701.0,Lenalidomide,"1,204",408,"$15,039,580",$636.81,20,EA,$11.20,$6.93,$11.20,11.3%
